3_NDVI-C0/date,3_NDVI-C0/min,3_NDVI-C0/max,3_NDVI-C0/mean,3_NDVI-C0/stDev,3_NDVI-C0/sampleCount,3_NDVI-C0/noDataCount,3_NDVI-C0/median,3_NDVI-C0/p10,3_NDVI-C0/p90,3_NDVI-C0/cloudCoveragePercent
2019-03-17T00:00:00.000Z,0.34826526045799255,0.7100053429603577,0.5500084569790217,0.09209617059699202,540,242,0.5513284802436829,0.4192708432674408,0.6721904277801514,0
2019-03-22T00:00:00.000Z,0.34131163358688354,0.7761891484260559,0.5720528117162264,0.10801014241046684,540,242,0.574266791343689,0.4107300043106079,0.7139514684677124,0
2019-04-01T00:00:00.000Z,0.006655994802713394,0.02694380283355713,0.016342790383258015,0.00413958601939133,540,242,0.01628047227859497,0.010627126321196556,0.02196243591606617,0
2019-04-11T00:00:00.000Z,0.4725116789340973,0.8902700543403625,0.6962812086879806,0.10982187668007026,540,242,0.7045990824699402,0.5435068011283875,0.8461925387382507,0
2019-04-26T00:00:00.000Z,0.5166266560554504,0.8340461850166321,0.6986977998042263,0.07666503287223733,540,242,0.7085320353507996,0.5940959453582764,0.8003510236740112,1.0067114093959724
2019-05-01T00:00:00.000Z,0.6100665330886841,0.9078537821769714,0.7769751322749483,0.0686913711488432,540,242,0.7860669493675232,0.687336802482605,0.8606902360916138,0
2019-05-11T00:00:00.000Z,0.6909307837486267,0.9348430633544922,0.8384338559320311,0.04991125717841993,540,242,0.8477251529693604,0.7736196517944336,0.899594783782959,0
2019-05-16T00:00:00.000Z,0.6928308010101318,0.9154127836227417,0.833616476530997,0.04424891810032751,540,242,0.8397451639175415,0.7759162187576294,0.8885999321937561,0
2019-05-21T00:00:00.000Z,0.7018492221832275,0.912826418876648,0.8431981855990902,0.0379349357185529,540,242,0.8510082960128784,0.7949147820472717,0.8876068592071533,0
2019-05-31T00:00:00.000Z,0.6153232455253601,0.7765758037567139,0.7173866775611901,0.030831718774990913,540,242,0.721433699131012,0.6785340309143066,0.7535804510116577,0
2019-06-10T00:00:00.000Z,0.7476244568824768,0.8693877458572388,0.8200881457168777,0.022922641881299895,540,242,0.8212516903877258,0.7897016406059265,0.8496299386024475,0
2019-06-15T00:00:00.000Z,0.5279970169067383,0.7615759372711182,0.7121227839649126,0.029016729673838223,540,242,0.7160053253173828,0.6810545325279236,0.7446808218955994,0
2019-06-20T00:00:00.000Z,0.6298217177391052,0.8061737418174744,0.7579936735182004,0.023606411603113244,540,242,0.7616316080093384,0.7271631956100464,0.7857142686843872,0
2019-06-25T00:00:00.000Z,0.6258620619773865,0.8562537431716919,0.8154505229236293,0.026662738523206605,540,242,0.8193146586418152,0.7868852615356445,0.842318594455719,0
2019-06-30T00:00:00.000Z,0.5723064541816711,0.8244243264198303,0.7803965294921157,0.029245276798424508,540,242,0.7837713360786438,0.7494703531265259,0.8079538345336914,0
2019-07-05T00:00:00.000Z,0.5192837715148926,0.8488643765449524,0.8032810786026437,0.03409268011919744,540,242,0.8080037832260132,0.7765362858772278,0.8344594836235046,0
2019-07-15T00:00:00.000Z,0.46485260128974915,0.8848101496696472,0.8279393017292019,0.043521834718322085,540,242,0.8316929340362549,0.7991569638252258,0.8644434809684753,0
2019-07-20T00:00:00.000Z,0.49910768866539,0.825234591960907,0.7668915331963722,0.03382107904833412,540,242,0.7669115662574768,0.7395989298820496,0.8016488552093506,0
2019-07-25T00:00:00.000Z,0.5539251565933228,0.881154477596283,0.82430904943671,0.03495362129854889,540,242,0.8249087929725647,0.7988911271095276,0.8602150678634644,0
2019-07-30T00:00:00.000Z,0.572139322757721,0.8670212626457214,0.8133096580937405,0.029812174502931072,540,242,0.8143322467803955,0.788767397403717,0.8473860025405884,0
2019-08-04T00:00:00.000Z,0.4392298460006714,0.8060153722763062,0.7400700294931463,0.04053084788456734,540,242,0.7421066761016846,0.7082115411758423,0.7802625298500061,0
2019-08-09T00:00:00.000Z,0.5477463603019714,0.8676337003707886,0.8089224818168873,0.031408285999568276,540,242,0.8099173307418823,0.7792438268661499,0.8479272723197937,0
2019-08-14T00:00:00.000Z,0.3521709144115448,0.7836110591888428,0.7065117407165119,0.04603922283683074,540,242,0.7102335691452026,0.6759480237960815,0.7521908283233643,0
2019-08-19T00:00:00.000Z,0.528790295124054,0.8159346580505371,0.7519522247298452,0.033664323377213035,540,242,0.7517926096916199,0.7189473509788513,0.7945891618728638,0
2019-08-24T00:00:00.000Z,0.4957331120967865,0.8496166467666626,0.7720048114557396,0.039372340703801516,540,242,0.774279773235321,0.7398205399513245,0.8143571019172668,0
2019-08-29T00:00:00.000Z,0.3935162127017975,0.7414235472679138,0.6676543045964017,0.03683494478024046,540,242,0.6679204702377319,0.6314935088157654,0.7127713561058044,0
2019-09-03T00:00:00.000Z,0.4227188229560852,0.8285173177719116,0.7566283625244292,0.04301194834918138,540,242,0.756819486618042,0.7249705791473389,0.8029505014419556,0
2019-09-08T00:00:00.000Z,0.40966010093688965,0.7483659982681274,0.6735980233690084,0.04100727534518445,540,242,0.6722207069396973,0.6395412087440491,0.7212367057800293,0
2019-09-13T00:00:00.000Z,0.33247753977775574,0.8492693901062012,0.7651574586661872,0.05218135963812808,540,242,0.7670286297798157,0.7327103018760681,0.8182289004325867,0
2019-09-18T00:00:00.000Z,0.5526121854782104,0.8406787514686584,0.7522702867152705,0.0378524411955093,540,242,0.747802197933197,0.7154078483581543,0.8055842518806458,0
